PSA_ID,Domain,Class,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata
182,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"In Kenya, UNHCR’s Salih urges greater solidarity and solutions for refugees [EN/AR] - Kenya NAIROBI – On his first official visit as United Nations High Commissioner for Refugees, Barham Salih today called for stronger global support to develop the solutions refugees need to rebuild their lives.",,,,,ReliefWeb Kenya,2026-01-12,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-unhcrs-salih-urges-greater-solidarity-and-solutions-refugees-enar"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
183,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Republic of Kenya: Precipitation Anomaly - Standardized Precipitation Index(SPI) for the period 2024-2025 (30 Jan 2026) - Kenya,,,,,ReliefWeb Kenya,2026-01-30,"{""source_url"": ""https://reliefweb.int/map/kenya/republic-kenya-precipitation-anomaly-standardized-precipitation-indexspi-period-2024-2025-30-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
184,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The crisis extended beyond food shortages to health and economic pressures, with authorities and humanitarian agencies warning of ongoing vulnerability until the next rainy season.",,,,,ReliefWeb Kenya,2026-02-02,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-drought-dref-final-report-mdrke065"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
185,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Resettlement in Dadaab enables hundreds of refugee families to access services after years - Kenya,,,,,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/report/kenya/resettlement-dadaab-enables-hundreds-refugee-families-access-services-after-years"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
186,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),I told them that we all came from the same place and we should endure together.,,,,,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/report/kenya/resettlement-dadaab-enables-hundreds-refugee-families-access-services-after-years"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
187,Security & Safety,PSA,Public Safety Awareness,Kenya - Northern Kenya: Drought Severity and Population Exposure in Marsabit County (28 Jan 2026) - Kenya,,,,,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-northern-kenya-drought-severity-and-population-exposure-marsabit-county-28-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
188,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya | Joint Market Monitoring Initiative (JMMI) Dadaab and Kakuma Refugee Camp, Q3 2025 (July - September 2025) - Kenya INTRODUCTION As of the end of September, 2025, the total number of registered refugees and asylum-seekers in Kenya stood at 864,693.",,,,,ReliefWeb Kenya,2026-01-22,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-joint-market-monitoring-initiative-jmmi-dadaab-and-kakuma-refugee-camp-q3-2025-july-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
189,Security & Safety,PSA,Public Safety Awareness,Kenya - Northern Kenya: Drought Severity and Population Exposure in Mandera County (28 Jan 2026) - Kenya,,,,,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-northern-kenya-drought-severity-and-population-exposure-mandera-county-28-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
190,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Water and land use systems and natural resources management in the multifunctional landscapes of Western Kenya - Kenya,,,,,ReliefWeb Kenya,2025-12-22,"{""source_url"": ""https://reliefweb.int/report/kenya/water-and-land-use-systems-and-natural-resources-management-multifunctional-landscapes-western-kenya"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
191,Security & Safety,PSA,Public Safety Awareness,Kenya - Northern Kenya: Drought Severity and Population Exposure in Isiolo County (28 Jan 2026) - Kenya,,,,,ReliefWeb Kenya,2026-01-28,"{""source_url"": ""https://reliefweb.int/map/kenya/kenya-northern-kenya-drought-severity-and-population-exposure-isiolo-county-28-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
192,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),What it is like to survive female genital mutilation (FGM) - Kenya,,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
193,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Silence becomes compliance.” Campaigns like Men End FGM confront one of the strongest forces keeping FGM alive: the belief that a woman must be cut to be accepted, respected, and married.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
194,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"By rejecting that expectation publicly, men help dismantle the social pressure that makes the practice feel unavoidable to many young women and girls.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
195,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"“If the social incentives remain, families will find ways around the law – cutting in secret, crossing borders, or pressuring girls to comply.” Why many girls cannot refuse FGM In many communities, refusing FGM is not an option.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
196,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The next thing we realised, they removed the surgery blades.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
197,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The Gambian case is a stark reminder that access to justice does not rest on laws alone, but on the willingness to defend them.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
198,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Why UN Women is essential in ending FGM Justice, Mootian argues, must go beyond punishment.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
199,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"“If we want justice, we must make sure both sides are catered for.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
200,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"And we apply sustained pressure – nationally, regionally and globally – to ensure that hard-won protections are boosted, not diluted.",,,,,ReliefWeb Kenya,2026-01-26,"{""source_url"": ""https://reliefweb.int/report/kenya/what-it-survive-female-genital-mutilation-fgm"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
201,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),WFP Kenya Country Brief December 2025 - Kenya,,,,,ReliefWeb Kenya,2025-12-31,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
202,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Together with the National Council for Persons with Disabilities, WFP also helped identify and register 400 persons with disabilities—an important step toward expanding Kenya’s flagship social protection programme.",,,,,ReliefWeb Kenya,2025-12-31,"{""source_url"": ""https://reliefweb.int/report/kenya/wfp-kenya-country-brief-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
203,Security & Safety,PSA,Public Safety Awareness,The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya,,,,,ReliefWeb Kenya,2026-01-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-garissa-and-marsabit-counties-baseline-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
204,Security & Safety,PSA,Public Safety Awareness,"The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Marsabit Counties: Baseline (August 2025) - Kenya KEY MESSAGES • Overall, households (HHs) were found to have a poor economic well-being, with many unable to meet basic needs or access essential services.",,,,,ReliefWeb Kenya,2026-01-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-cash-consortium-alert-based-cash-assistance-disaster-affected-communities-garissa-and-marsabit-counties-baseline-august-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
205,Security & Safety,PSA,Public Safety Awareness,Republic of Kenya: 2024 - 2025 Drought Severity (25 Jan 2026) - Kenya,,,,,ReliefWeb Kenya,2026-01-25,"{""source_url"": ""https://reliefweb.int/map/kenya/republic-kenya-2024-2025-drought-severity-25-jan-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
206,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Early warning systems and dryland communities in the Horn of Africa: Kenya country report - Kenya,,,,,ReliefWeb Kenya,2026-01-23,"{""source_url"": ""https://reliefweb.int/report/kenya/early-warning-systems-and-dryland-communities-horn-africa-kenya-country-report"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
207,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya, Africa | Complex Emergency - Operational Update #1 (MDRKE068) - Kenya",,,,,ReliefWeb Kenya,2026-01-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-operational-update-1-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
208,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Nine—including Wajir, Garissa, Kilifi, Marsabit, Kitui, Kwale, Kajiado, Isiolo, and Tana River—are in the “Alert” phase, and Mandera remains in the critical “Alarm” phase.",,,,,ReliefWeb Kenya,2026-01-07,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-operational-update-1-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
209,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya - Key Message Update: Crisis (IPC Phase 3) outcomes expanding as anomalous dry conditions intensify, January 2026 - Kenya",,,,,ReliefWeb Kenya,2026-01-30,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-key-message-update-crisis-ipc-phase-3-outcomes-expanding-anomalous-dry-conditions-intensify-january-2026"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
210,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),Climate Risk Perception and Adoption of Sustainable Agricultural Practices: Insights from Kenya’s Central Highlands (December 2025) - Kenya,,,,,ReliefWeb Kenya,2025-12-05,"{""source_url"": ""https://reliefweb.int/report/kenya/climate-risk-perception-and-adoption-sustainable-agricultural-practices-insights-kenyas-central-highlands-december-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
211,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),UNAIDS welcomes new agreement between the United States and Kenya to advance progress to end AIDS and strengthen health systems - Kenya,,,,,ReliefWeb Kenya,2025-12-04,"{""source_url"": ""https://reliefweb.int/report/kenya/unaids-welcomes-new-agreement-between-united-states-and-kenya-advance-progress-end-aids-and-strengthen-health-systems"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
212,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya | Joint Market Monitoring Initiative (JMMI) Market Overview, Q3 2025 (July - September 2025) - Kenya",,,,,ReliefWeb Kenya,2025-12-25,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-joint-market-monitoring-initiative-jmmi-market-overview-q3-2025-july-september-2025"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
213,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"Kenya, Africa | Complex Emergency - Emergency Appeal: Operational Strategy (MDRKE068) - Kenya",,,,,ReliefWeb Kenya,2025-11-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-emergency-appeal-operational-strategy-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
214,Security & Safety,PSA,Public Safety Awareness,"By January 2025, the National Drought Management Authority (NDMA) reported deteriorating drought conditions in most ASAL counties, with Wajir, Kilifi, and Kwale entering the “Alert” phase due to inadequate rainfall.",,,,,ReliefWeb Kenya,2025-11-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-emergency-appeal-operational-strategy-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
215,Security & Safety,PSA,Public Safety Awareness (default -- no keyword match),"The ASAL Humanitarian Network emphasize that six ASAL counties are at IPC Phase 4 (Emergency) and eight in Phase 3 (Crisis), urging urgent funding and early action to prevent worsening conditions.",,,,,ReliefWeb Kenya,2025-11-27,"{""source_url"": ""https://reliefweb.int/report/kenya/kenya-africa-complex-emergency-emergency-appeal-operational-strategy-mdrke068"", ""collected_at"": ""2026-07-13T00:51:45.799561""}"
