PSA_ID,Domain,Sub_Category,English,Notice_Style,Source,Date,Metadata
302,Governance,Public Service Delivery,"Box 45–90108, Kola in Kenya, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
303,Governance,Public Service Delivery,"E67 OF 2025 By (1) Josephat Mutuku Kyambo, (2) Ndilu Mulova and (3) GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
304,Governance,Public Service Delivery,"Box 398, Wote in Kenya, for a grant of letters of administration GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
305,Governance,Public Service Delivery,"Box 1–90200, Kitui in GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
306,Governance,Public Service Delivery,E466 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
307,Governance,Public Service Delivery,E465 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
308,Governance,Public Service Delivery,E186 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
309,Governance,Public Service Delivery,The Court will proceed to issue the same unless cause be shown to GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
310,Governance,Public Service Delivery,"E298 OF 2025 By (1) Wellington Oduor Ogoda, (2) Johansen Onyango Owino and (3) Simon Andiki Owino, the deceased’s sons, for a grant of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
311,Governance,Public Service Delivery,"E302 OF 2025 By Grace Akinyi Owuor, the deceased’s mother, for a grant of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
312,Governance,Public Service Delivery,E320 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
313,Governance,Public Service Delivery,E317 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
314,Governance,Public Service Delivery,E406 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
315,Governance,Public Service Delivery,E247 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
316,Governance,Public Service Delivery,"Box 19–20200, Kericho in GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
317,Governance,Public Service Delivery,"384 THE KENYA GAZETTE 30th January, 2026 The Court will proceed to issue the same unless cause be shown to GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
318,Governance,Public Service Delivery,"E584 OF 2025 By (1) Rusi Chepkorir Bett and (2) Andrew Kipngeno Bett, both of GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
319,Governance,Public Service Delivery,E567 OF 2025 GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
320,Governance,Public Service Delivery,1322 IN THE CHIEF MAGISTRATE’S COURT AT BOMET GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
321,Governance,Public Service Delivery,PROBATE AND ADMINISTRATION GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
322,Governance,Public Service Delivery,"Box 858, Kisii in Kenya, the deceased’s GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
323,Governance,Public Service Delivery,"30th January, 2026 THE KENYA GAZETTE 3 87 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
324,Governance,Public Service Delivery,"By (1) Jumwa Karisa Kahindi, (2) Carlos Kazungu Karisa, (3) Hamisi Karisa and (4) Alfred Tune kahindi, for a grant of letters of administration intestate to the estate of Joseph Kahindi Tunje, who GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-01-30/21/eng@2026-01-30
325,Governance,Public Service Delivery,60 CONTENTS GAZETTE NOTICES GAZETTE NOTICES—(Contd.) PAGE The Public Finance Management Act—Re-Appointment ....,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
326,Governance,Public Service Delivery,2544 The Physical and Land Use Planning Act—Completion of The Insurance Act—Re-Appointment ....................................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
327,Governance,Public Service Delivery,"2580 The State Corporations Act—Revocation of Appointment, The Environmental Management and Co-ordination Act— etc.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
328,Governance,Devolution and Local Governance,"2581–2584 The Insolvency Act—Appointment of Interim Liquidator, The County Governments Additional Allocations Act— etc.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
329,Governance,Public Service Delivery,2584–2585 Conditional Allocations from Proceeds of Loans or Grants from Development Partners for Financial Year The Mental Health Act—Appointment .................................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
330,Governance,Public Service Delivery,"2545 ------------------ The Universities Act—Re-Appointment, etc.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
331,Governance,Public Service Delivery,"61 The Lake Basin Development Authority Act— Senate Bills, 2026 Appointment ..........................................................................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
332,Governance,Devolution and Local Governance,"2547–2548 The County Governments Additional Allocations Bill, 2026 ..............................................................................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
333,Governance,Public Service Delivery,2548 ------------------ The Mining Act—Appointment ..............................................,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
334,Governance,Devolution and Local Governance,"62, 63, 64 and 65 County Governments Notices .................................................",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
335,Governance,Public Service Delivery,"379 [2543 252454241 47 THE KENYA GAZETTE 22nd May, 2026 CORRIGENDA ANN WAMBUI NJUGUNA IN Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
336,Governance,Public Service Delivery,"WILLIAM SAMOEI RUTO, IN Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
337,Governance,Public Service Delivery,7401 ------------------ THE ADVOCATES ACT IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
338,Governance,Public Service Delivery,ADVOCATES COMPLAINTS COMMISSION ------------------ RE-APPOINTMENT IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
339,Governance,Public Service Delivery,"Advocates Act, I, William Samoei Ruto, President of the Republic of Kenya and Commander-in-Chief of the Defence Forces, re-appoint— ------------------ PATRICK MAINA MURIUKI IN Gazette Notice No.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
340,Governance,Public Service Delivery,487) ------------------ POLICYHOLDERS COMPENSATION FUND IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
341,Governance,Public Service Delivery,"E153 of 2025, RE-APPOINTMENT amend the expression printed as “late of Bundes Republik, IN EXERCISE of the powers conferred by section 179 (4) of the Deutschland, who died at Bonn,” to read “late of Tigoni, who died at Insurance Act, the Cabinet Secretary for the National Treasury re- Bonn, Germany”.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
342,Governance,Public Service Delivery,appoints— ------------------ Under paragraph (a)— IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
343,Governance,Public Service Delivery,Under paragraph (g)— ------------------ IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
344,Governance,Public Service Delivery,"JOHN MBADI NG’ONG’O, ------------------ Cabinet Secretary for the National Treasury.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
345,Governance,Public Service Delivery,7403 ------------------ THE STATE CORPORATIONS ACT IN Gazette Notice No.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
346,Governance,Public Service Delivery,446) amend the deceased’s name printed as “Wambugu Michael Gitahi” to THE NATIONAL GOVERNMENT CONSTITUENCIES read “Michael Gitahi Wambugu”.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
347,Governance,Public Service Delivery,DEVELOPMENT FUND REVOCATION OF APPOINTMENT GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
348,Governance,Public Service Delivery,"7400 IN EXERCISE of the powers conferred by section (6) (l) (e) of the THE PUBLIC FINANCE MANAGEMENT ACT State Corporations Act, as read with section 51 (1) of the Interpretation and General Provisions Act, the Cabinet Secretary for the National (Cap.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
349,Governance,Public Service Delivery,"412A2) Treasury, revokes the appointment of— THE PUBLIC FINANCE MANAGEMENT (UWEZO FUND) GABRIEL KAGO MUKUHA REGULATIONS, 2014 as a Member of the Board of Directors of the National Government UWEZO FUND OVERSIGHT BOARD Constituencies Development Fund, with effect from the 22nd May, 2026.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
350,Governance,Public Service Delivery,"RE-APPOINTMENT Dated the 22nd May, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
351,Governance,Public Service Delivery,"IN EXERCISE of the powers conferred by paragraph 5 (2) (a) of JOHN MBADI NG’ONG’O, the Public Finance Management (Uwezo Fund) Regulations, 2014, I, Cabinet Secretary for the National Treasury.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
352,Governance,Public Service Delivery,"William Samoei Ruto, President of the Republic of Kenya and *G.N.17423/2023 Commander-in-Chief of the Defence Forces, re-appoint— 22nd May, 2026 THE KENYA GAZETTE 2545 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
353,Governance,Devolution and Local Governance,"7404 as Non-Executive Chairperson and Members of the Council of the Kenya School of Technical and Vocational Education and Training, THE COUNTY GOVERNMENTS ADDITIONAL ALLOCATIONS for a period of three (3) years, with effect from the 22nd May, 2026.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
354,Governance,Public Service Delivery,"28 of 2025) JULIUS MIGOS OGAMBA, Cabinet Secretary for Education.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
355,Governance,Public Service Delivery,CONDITIONAL ALLOCATIONS FROM PROCEEDS OF LOANS OR GRANTS FROM DEVELOPMENT PARTNERS FOR FINANCIAL YEAR 2025/2026 IT IS notified for the general information of the public that GAZETTE NOTICE NO.,FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
356,Governance,Devolution and Local Governance,7406 pursuant to section 6 (2) (u) of the County Governments Additional THE TECHNICAL AND VOCATIONAL EDUCATION AND Allocations (No.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
357,Governance,Devolution and Local Governance,"210A) allocated to the county governments specified in Column A of the Schedule hereto in the amounts specified in Column B and Column C, THE KENYA SCHOOL OF TECHNICAL AND VOCATIONAL for Financial Year 2025/2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
358,Governance,Public Service Delivery,"EDUCATION AND TRAINING ORDER, 2022 SCHEDULE APPOINTMENT IN EXERCISE of the powers conferred by paragraph 6 (1(f) (iii)) S/No.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
359,Governance,Public Service Delivery,"152.62 Training Order, 2022, the Cabinet Secretary for Education appoints— Column A Column B Column C GIDEON MURENGA 1.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
360,Governance,Public Service Delivery,"Kitui 1,630,244.00 248,807,839.28 Cabinet Secretary for Education.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
361,Governance,Public Service Delivery,"Mandera 938,000.00 143,157,560.00 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
362,Governance,Public Service Delivery,"West Pokot 938,000.00 143,157,560.00 Universities Act, the Cabinet Secretary for Education reappoints– 17,623,378.50 2,689,680,026.67 Under paragraph (a)— Dated the 22nd May, 2026.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
363,Governance,Public Service Delivery,"Karuti Kanyinga (Prof.) – Chairperson, JOHN MBADI NG’ONGO, Cabinet Secretary for the National Treasury.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
364,Governance,Public Service Delivery,"Under paragraph (d)— Reagan Kaberia, GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
365,Governance,Public Service Delivery,"210A) JULIUS MIGOS OGAMBA, Cabinet Secretary for Education.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
366,Governance,Public Service Delivery,"THE KENYA SCHOOL OF TECHNICAL AND VOCATIONAL EDUCATION AND TRAINING ORDER, 2022 RE-APPOINTMENT GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
367,Governance,Public Service Delivery,"252456241 67 THE KENYA GAZETTE 22nd May, 2026 GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
368,Governance,Public Service Delivery,"JULIUS MIGOS OGAMBA, Esther Nyamoko, Cabinet Secretary for Education.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
369,Governance,Public Service Delivery,"Muganda, as Non-Executive Chairperson and Members of the Council of the GAZETTE NOTICE NO.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
370,Governance,Public Service Delivery,"210) JULIUS MIGOS OGAMBA, MASENO UNIVERSITY Cabinet Secretary for Education.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
371,Governance,Public Service Delivery,RE-APPOINTMENT IN EXERCISE of the powers conferred by section 36 (1) of the GAZETTE NOTICE NO.,TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
372,Governance,Public Service Delivery,"7410 Universities Act, the Cabinet Secretary for Education reappoints– THE UNIVERSITIES ACT Under paragraph (a)— (Cap.",FALSE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
373,Governance,Public Service Delivery,"210) Naftali Omolo Ongati (Prof.)—Chairperson, MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY Under subsection (d)— RE-APPOINTMENT Matilda Chemutai Sang (Dr.), IN EXERCISE of the powers conferred by section 36 (1) (d) of the Darius Getanda Isaboke, Universities Act, the Cabinet Secretary for Education re-appoints– Ponyochi Kunyobo, Janet Afande Ominde, as the Non-Executive Chairperson and Members of the Council of the Martin Kinoti, Maseno University, for a period of three (3) years, with effect from the Jacob Kwaba, 22nd May, 2026.",TRUE,KenyaGazette,7/14/2026,https://new.kenyalaw.org/akn/ke/officialGazette/2026-05-22/89/eng@2026-05-22
