PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style,Needs_Native_Review
108,Governance,Elections and Voter Education,Explainer: Why you shouldn’t panic over IEBC’s April 28 voter registration deadline The Eastleigh Voice,Mfafanuzi: Kwa nini usiwe na hofu kuhusu IEBC tarehe 28 Aprili tarehe ya mwisho ya usajili wa wapiga kura The Eastleigh Voice,,Ler ane: Ang'o momiyo ok onego ibed gi luoro nikech tarik 28 April ma IEBC ne oketo mar ndiko ji e tiege mar yiero,Macallin: Sababta aadan u baqin in aad ka cabsato IEBC 28 April waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha The Eastleigh Voice,GoogleNews_en,"Thu, 23 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxNVEZKbjNnMmo5b0ZCOXFMbjhtVFpXeFFXYzJoT1ZqYUd2cDBaaVAzVkdoaXFnSS1CendtRk5Va3JReFBrbklZTG41b3dsQ1dfS1RVdFVaU1YxLVB6Yi1qRTN4OXRzS0p1cVJmc19LZHBpMFFEdjZnQUlwNkdRWUhKRHh4ckpneDVDelhvWXZYcTdhTEEzNEFXdDdxTTMyTEkyM2lVUm50LWsyWGJXSjJyTGNyT0d4cTlld2F1WUtR?oc=5,googlenews_governance_psa.csv,,,,True
109,Governance,Elections and Voter Education,West Pokot Governor urges IEBC to extend voter registration for pastoralist communities - The Eastleigh Voice.,Gavana wa West Pokot anataka IEBC kupanua usajili wa wapiga kura kwa jamii za wachungaji - The Eastleigh Voice.,,"Ka ne pok otieko, ne oketo chenro mar bedo gi joma biro yiero e bwo loch mar pinyno.",Guddoomiyaha West Pokot wuxuu ku booriyay IEBC inay kordhiso diiwaangelinta codbixiyayaasha ee beelaha xoolaha - The Eastleigh Voice.,GoogleNews_en,"Sat, 04 Jul 2026 19:38:13 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVGdFN0pLZkQzN1JtY0plWExTRU0zZU5ZS2Z5NjNxUDZTWTdXeTNWX09Jc2RZeHlhbm02NEtKSUJteUMyTFlxLUd0WGo2RVBBVUpDOG5PeUJ5X1o2OUx6dGFmeHdLVjFmc09NTXlrOWZxMW5LTGxJb2JuSExRaFdnLTVDcGF3UnBOZHEyTlRRU2FuNDk4NmNfV0hNZWlENy1hNFdYbXdKd3ZWVDZ0RWlJZXhqSXVwMWZoOW9uTUVkSVYxM2kxb05YaHVjQzk1dUdDYnZmY0ttWWwxUQ?oc=5,googlenews_governance_psa.csv,,,,True
110,Governance,Elections and Voter Education,West Pokot Governor urges IEBC to extend voter registration for pastoralist communities The Eastleigh Voice,Gavana wa West Pokot anashauri IEBC kupanua usajili wa wapiga kura kwa jamii za wachungaji,,Kaunti mar West Pokot osayo IEBC mondo omed kwan mar joma oyiero e kanyakla mag jamni,Guddoomiyaha Gobolka West Pokot ayaa ku booriyay IEBC in ay kordhiso diiwaangelinta codbixiyayaasha ee beelaha xoolaha The Eastleigh Voice,GoogleNews_en,"Sat, 04 Jul 2026 19:38:13 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNVGdFN0pLZkQzN1JtY0plWExTRU0zZU5ZS2Z5NjNxUDZTWTdXeTNWX09Jc2RZeHlhbm02NEtKSUJteUMyTFlxLUd0WGo2RVBBVUpDOG5PeUJ5X1o2OUx6dGFmeHdLVjFmc09NTXlrOWZxMW5LTGxJb2JuSExRaFdnLTVDcGF3UnBOZHEyTlRRU2FuNDk4NmNfV0hNZWlENy1hNFdYbXdKd3ZWVDZ0RWlJZXhqSXVwMWZoOW9uTUVkSVYxM2kxb05YaHVjQzk1dUdDYnZmY0ttWWwxUQ?oc=5,googlenews_governance_psa.csv,,,,True
111,Governance,Elections and Voter Education,IEBC says pre-2012 voters must register afresh or miss out on 2027 poll - Citizen Digital.,IEBC inasema wapiga kura kabla ya 2012 lazima waandikishe tena au kukosa uchaguzi wa 2027 - Citizen Digital.,,"IEBC wacho ni jogo ma ne ok ochiwo pachgi ne yiero mar 2012 nyaka ndikre manyien, kata ok gibi yudo thuolo mar yiero mar 2027 - Citizen Digital.",IEBC waxay sheegtay in codbixiyayaasha ka hor 2012 ay u baahan yihiin inay dib u diiwaangeliyaan ama ay ka maqnaan doonaan doorashada 2027 - Citizen Digital.,GoogleNews_en,"Sat, 04 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxNVEVLNy1ENlU4S0ZHM25JNVRfcVQ3RHNNTndra1lFUmtHLUFTWmpiYTRXZUNNQUhxZTFPTEJSNFRIYjVXT3ZVVGprSE12UVNCNUtoRng4Z2ZQN3JZZ0JWZmw3YVF1dWVVeDAzWjk4QVVUY2dQOHA4WFhQOGdTd25MSEgzbVhSZHc2WDF4bGNVLXNJTEJWT2JDM1FKWDhaUmNxeXB0RjNTM1BMZ1NJUExtUg?oc=5,googlenews_governance_psa.csv,,,,True
112,Governance,Elections and Voter Education,IEBC says pre-2012 voters must register afresh or miss out on 2027 poll Citizen Digital,IEBC inasema wapiga kura kabla ya 2012 lazima waandikishe tena au kukosa uchaguzi wa 2027 Citizen Digital,,"IEBC wacho ni jogo ma ne oketo pachgi e yiero mar 2012 nyaka ndikre manyien, kata ok gibi yudo thuolo mar yiero mar 2027 mar Citizen Digital",IEBC waxay sheegtay in codbixiyayaasha ka hor 2012 ay u baahan yihiin inay dib u diiwaangeliyaan ama ay ka maqnaan doonaan doorashada 2027 ee Citizen Digital,GoogleNews_en,"Sat, 04 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxNVEVLNy1ENlU4S0ZHM25JNVRfcVQ3RHNNTndra1lFUmtHLUFTWmpiYTRXZUNNQUhxZTFPTEJSNFRIYjVXT3ZVVGprSE12UVNCNUtoRng4Z2ZQN3JZZ0JWZmw3YVF1dWVVeDAzWjk4QVVUY2dQOHA4WFhQOGdTd25MSEgzbVhSZHc2WDF4bGNVLXNJTEJWT2JDM1FKWDhaUmNxeXB0RjNTM1BMZ1NJUExtUg?oc=5,googlenews_governance_psa.csv,,,,True
113,Governance,Elections and Voter Education,Deadline day: IEBC ramps up call for voter registration drive - the-star.co.ke.,Siku ya mwisho: IEBC inaongeza wito wa usajili wa wapiga kura - the-star.co.ke.,,Odiechieng' ma ne ogik: IEBC medo kwayo mar kwayo mondo ji oket register mar joma oyiero - the-star.co.ke.,Maalinta ugu dambeysa: IEBC waxay kordhisay codsiyada diiwaangelinta codbixiyayaasha - the-star.co.ke.,GoogleNews_en,"Tue, 28 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxPY0lwNzYtWFZPS05KdV83d1JHOExPTDZvYzBpZkd4YlIzQ19uczdvX3hUbzZhSk9RQWhjaV9iM3VJQkRqVW0zWUFJdWt2MzlRNHQ4STdlMkpUdklPcS1VbzV6V0MxQ2hBOUl6Z2pEbXJtOUVxdWY0SkVSQ25FU3Raakk4OHpYZk5IN243MWtIaVBDeUxyTk5Gb2lOU0R1dTRqOVRjazVB?oc=5,googlenews_governance_psa.csv,,,,True
114,Governance,Elections and Voter Education,Deadline day: IEBC ramps up call for voter registration drive the-star.co.ke,Tarehe ya mwisho: IEBC kuongeza wito kwa ajili ya usajili wa wapiga kura gari the-star.co.ke,,Odiechieng' mar giko: IEBC medo kwayo mar kwayo mondo ji oket register mar joma oyiero,Maalinta ugu dambeysa: IEBC waxay kordhisay codsiyada diiwaangelinta codbixiyayaasha,GoogleNews_en,"Tue, 28 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipgFBVV95cUxPY0lwNzYtWFZPS05KdV83d1JHOExPTDZvYzBpZkd4YlIzQ19uczdvX3hUbzZhSk9RQWhjaV9iM3VJQkRqVW0zWUFJdWt2MzlRNHQ4STdlMkpUdklPcS1VbzV6V0MxQ2hBOUl6Z2pEbXJtOUVxdWY0SkVSQ25FU3Raakk4OHpYZk5IN243MWtIaVBDeUxyTk5Gb2lOU0R1dTRqOVRjazVB?oc=5,googlenews_governance_psa.csv,,,,True
115,Governance,Elections and Voter Education,IEBC: Don’t miss voter registration deadline - the-star.co.ke.,IEBC: Usikose tarehe ya mwisho ya usajili wa wapiga kura - the-star.co.ke.,,IEBC: Kik iwe thuolo mar ndiko ji e tiegruok mar joma oyier - the-star.co.ke.,IEBC: Ha ka maqnayn waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha - the-star.co.ke.,GoogleNews_en,"Thu, 16 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMijgFBVV95cUxPMHNTVlFGUmZkTmw5WXpUNE1GSTFjb0pIRFlxTFRVSS1HQzZQNU9KMEtSbVBncmJKRjN6MDlpUWVJVzNqMlVJTkdrUlJMbXdtc3ZFMk9PUVQyLWFUQ1Jyd2FEalEyQnRlODQxT1M3RmMyYWh6UUNhcUFhb1pkWnRZMHhzVmwwN0Jvd0VqcXBB?oc=5,googlenews_governance_psa.csv,,,,True
116,Governance,Elections and Voter Education,IEBC: Don’t miss voter registration deadline the-star.co.ke,IEBC: Usikose tarehe ya mwisho ya usajili wa wapiga kura the-star.co.ke,,IEBC: Kik iwe thuolo mar ndiko ji e tiegruok mar joma oyier e star.co.ke,IEBC: Ha ka maqlin waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha star.co.ke,GoogleNews_en,"Thu, 16 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMijgFBVV95cUxPMHNTVlFGUmZkTmw5WXpUNE1GSTFjb0pIRFlxTFRVSS1HQzZQNU9KMEtSbVBncmJKRjN6MDlpUWVJVzNqMlVJTkdrUlJMbXdtc3ZFMk9PUVQyLWFUQ1Jyd2FEalEyQnRlODQxT1M3RmMyYWh6UUNhcUFhb1pkWnRZMHhzVmwwN0Jvd0VqcXBB?oc=5,googlenews_governance_psa.csv,,,,True
117,Governance,Elections and Voter Education,"Kenyans hit with verification errors on IEBC portal, commission calls on voters to verify details in person - The Eastleigh Voice.","Wakenya wamepata makosa ya uthibitisho kwenye portal ya IEBC, tume inawaomba wapiga kura waangalie maelezo binafsi - The Eastleigh Voice.",,"Jo Kenya ne oyudo ketho mag nono e websait mar IEBC, bura mar bura ne okwayo jogweng'no mondo onon weche duto.","Dadka Kenya ayaa lagu dhuftay khaladaad xaqiijin ah oo ka dhacay bogga IEBC, guddiga ayaa codbixiyayaasha ugu baaqay inay xaqiijiyaan faahfaahinta shaqsi ahaan - The Eastleigh Voice.",GoogleNews_en,"Mon, 06 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQSGZQSFdTZ2J3TU5uMDM0c1M0N05SNUZzYzQySXNtVG9VeWlNVjhMYmtMOXZ0QkhRaHJhV2dGZkgzakRmclVVc0xrZHN3QzAwUERSSnpKVFdmc2NCNzlGLWZMNkJkLTdfLU9qYlVMeFhjMUJLTzMwTVJZMWZhaWRDakozMWEtWGI3QzhXQXgyb0t6YkFaTFB2RkhlMTNxQzNuZUZjQ3g1dXIta1FPZWY2aDBvdmN1NnZHSGtqdG9XOXB6OGczZ1VFMnV0YWltQmlzRHowSi0xWnA5OUY3M2M3dQ?oc=5,googlenews_governance_psa.csv,,,,True
118,Governance,Elections and Voter Education,"Kenyans hit with verification errors on IEBC portal, commission calls on voters to verify details in person The Eastleigh Voice","Wakenya wanakabiliwa na makosa ya uthibitisho kwenye portal ya IEBC, tume inawaomba wapiga kura waangalie maelezo binafsi The Eastleigh Voice",,"Jo Kenya ne oyudo ketho mag nono e websait mar IEBC, bura osenyiso jogweng'o mondo onon weche duto","Dadka Kenya ayaa lagu dhuftay khaladaad xaqiijinta ah oo ka dhacay bogga IEBC, guddiga ayaa codka ugu bixiyay codbixiyayaasha inay xaqiijiyaan faahfaahinta shaqsi ahaan The Eastleigh Voice",GoogleNews_en,"Mon, 06 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQSGZQSFdTZ2J3TU5uMDM0c1M0N05SNUZzYzQySXNtVG9VeWlNVjhMYmtMOXZ0QkhRaHJhV2dGZkgzakRmclVVc0xrZHN3QzAwUERSSnpKVFdmc2NCNzlGLWZMNkJkLTdfLU9qYlVMeFhjMUJLTzMwTVJZMWZhaWRDakozMWEtWGI3QzhXQXgyb0t6YkFaTFB2RkhlMTNxQzNuZUZjQ3g1dXIta1FPZWY2aDBvdmN1NnZHSGtqdG9XOXB6OGczZ1VFMnV0YWltQmlzRHowSi0xWnA5OUY3M2M3dQ?oc=5,googlenews_governance_psa.csv,,,,True
119,Governance,Elections and Voter Education,Last call: IEBC urges Kenyans to register before Tuesday deadline - the-star.co.ke.,Wito wa mwisho: IEBC inawasihi Wakenya kujiandikisha kabla ya tarehe ya mwisho ya Jumanne - the-star.co.ke.,,Wuoyo mogik: IEBC jiwo jo Kenya mondo odonj e skundno kapok chieng' Tich Ariyo ochopo - the-star.co.ke.,Wacdigii ugu dambeeyay: IEBC waxay ku boorineysaa dadka Kenya inay isdiiwaangaliyaan ka hor waqtiga la soo dhaafay ee Talaadada - the-star.co.ke.,GoogleNews_en,"Mon, 27 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQYkJvS0FkQ2ZtQmFKUXJNYk1uRFo2RG5tSDM4R3F5WXdIUExOdllZQ3hJd3ludEZuUmsyTWJ1X3NKdlRaM0JOcDZ4dUdiM3VQeUJBMlZBYXZ1N0Z1Z3ZMdXktZWZWS2VjZ2dLbGdoakhvVE1mSDFkSGM5TEc0cUNkckRGX1J0X194ODkyREJ4QXYwWEVlR09nWjBuRjY1SVhNcVVkNzhEQXpEUFE?oc=5,googlenews_governance_psa.csv,,,,True
120,Governance,Elections and Voter Education,Last call: IEBC urges Kenyans to register before Tuesday deadline the-star.co.ke,Mawasiliano ya mwisho: IEBC inawahimiza Wakenya kujiandikisha kabla ya tarehe ya mwisho ya Jumanne the-star.co.ke,,Wuoyo mogik: IEBC jiwo jo Kenya mondo odonj e riwruok mar oganda Jehova kapok chieng' Tich Ariyo mar Tich Ariyo ochopo,Wacdigii ugu dambeeyay: IEBC waxay ku boorineysaa dadka Kenya inay isdiiwaangaliyaan ka hor inta aan la gaarin waqtiga ugu dambeeya ee Talaadada the-star.co.ke,GoogleNews_en,"Mon, 27 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQYkJvS0FkQ2ZtQmFKUXJNYk1uRFo2RG5tSDM4R3F5WXdIUExOdllZQ3hJd3ludEZuUmsyTWJ1X3NKdlRaM0JOcDZ4dUdiM3VQeUJBMlZBYXZ1N0Z1Z3ZMdXktZWZWS2VjZ2dLbGdoakhvVE1mSDFkSGM5TEc0cUNkckRGX1J0X194ODkyREJ4QXYwWEVlR09nWjBuRjY1SVhNcVVkNzhEQXpEUFE?oc=5,googlenews_governance_psa.csv,,,,True
121,Governance,Elections and Voter Education,IEBC urges Kenyans to register before Tuesday’s deadline - People Daily.,IEBC inawasihi Wakenya wajiandikishe kabla ya tarehe ya mwisho ya Jumanne.,,IEBC jiwo jo Kenya mondo odonj e skundno kapok chieng' Tich Ariyo mar piny ochopo.,IEBC waxay ku boorineysaa dadka Kenya inay isdiiwaangaliyaan ka hor inta aan la gaarin waqtiga la soo dhaafay ee Talaadada.,GoogleNews_en,"Mon, 27 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFBVV95cUxONDhYNUNFY2o5Umc0VmlsN3lvSEdsa09hR3pZN1UzYXBUMHRidmFnUW13Wk1KOU0wSXV0XzN6N1NqR0pxN2xidzJnYjBaeXdzRHc4SVNjNzFtSHh6VXVzUi1hUi11c2FVa0hwdkRGVVRTSkVwcFlFLXA2UUZ3SWV1VkZicXU4cDZkd0szOWNOckh1UQ?oc=5,googlenews_governance_psa.csv,,,,True
122,Governance,Elections and Voter Education,IEBC urges Kenyans to register before Tuesday’s deadline People Daily,IEBC inawasihi Wakenya wajiandikishe kabla ya tarehe ya mwisho ya Jumanne,,IEBC jiwo jo Kenya mondo odonj e kend kapok chieng' Tich Ariyo mar piny ochopo,IEBC waxay ku boorineysaa dadka Kenya inay isdiiwaangaliyaan ka hor inta aan la gaarin waqtiga la soo dhaafay ee Talaadada  People Daily,GoogleNews_en,"Mon, 27 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMikgFBVV95cUxONDhYNUNFY2o5Umc0VmlsN3lvSEdsa09hR3pZN1UzYXBUMHRidmFnUW13Wk1KOU0wSXV0XzN6N1NqR0pxN2xidzJnYjBaeXdzRHc4SVNjNzFtSHh6VXVzUi1hUi11c2FVa0hwdkRGVVRTSkVwcFlFLXA2UUZ3SWV1VkZicXU4cDZkd0szOWNOckh1UQ?oc=5,googlenews_governance_psa.csv,,,,True
123,Governance,Elections and Voter Education,IEBC registers over 1.8M Kenyans as enhanced voter registration deadline nears - People Daily.,IEBC inawasajili Wakenya zaidi ya 1.8M wakati tarehe ya mwisho ya usajili wa wapiga kura inakaribia - People Daily.,,IEBC ndiko ji mokalo 1.8M Kenya kaka ndalo mar ndiko joma oyier medo sudo machiegni. - People Daily.,IEBC waxay diiwaangelineysaa in ka badan 1.8 milyan oo reer Kenya ah iyadoo la soo dhowaynayo waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha. - People Daily,GoogleNews_en,"Fri, 24 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxNcVBLMEFSWFZ5WThfZUR2YVpHdWJJampwdlVNZ3RSVUZsOGRHQ0xfMnZDX0lmT1F3aTRwY0ZjeGdFNVFrdHZuamdlUGF6dlBqS0hwVHR1Rlc0UUhlU2hOWWtsZHJ5b1pzUHhpX3RZcXgwU05UT3NXOV9COHFTNXUxRFNKc3JmcWdiVXZvR0FXMkJlOU1pR3VCR1NVSnNFenUzdmpodDVvV2pMM2p6NTZwcg?oc=5,googlenews_governance_psa.csv,,,,True
124,Governance,Elections and Voter Education,IEBC registers over 1.8M Kenyans as enhanced voter registration deadline nears People Daily,IEBC inawasajili Wakenya zaidi ya 1.8M wakati tarehe ya mwisho ya usajili wa wapiga kura inakaribia,,IEBC oketo piny Kenya mokalo 1.8M kaka ndalo mar ndiko ji e yor oyud thuolo mar yiero medo sudo machiegni,IEBC waxay diiwaangeliso in ka badan 1.8M oo reer Kenya ah iyadoo la soo dhowaynayo waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha,GoogleNews_en,"Fri, 24 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMisAFBVV95cUxNcVBLMEFSWFZ5WThfZUR2YVpHdWJJampwdlVNZ3RSVUZsOGRHQ0xfMnZDX0lmT1F3aTRwY0ZjeGdFNVFrdHZuamdlUGF6dlBqS0hwVHR1Rlc0UUhlU2hOWWtsZHJ5b1pzUHhpX3RZcXgwU05UT3NXOV9COHFTNXUxRFNKc3JmcWdiVXZvR0FXMkJlOU1pR3VCR1NVSnNFenUzdmpodDVvV2pMM2p6NTZwcg?oc=5,googlenews_governance_psa.csv,,,,True
125,Governance,Elections and Voter Education,"Six days to go, no extension: IEBC holds firm on April 28 voter registration deadline - the-star.co.ke.","Siku sita zijazo, hakuna kuongezwa: IEBC inaendelea na tarehe ya mwisho ya usajili wa wapiga kura ya Aprili 28.",,"Odiechienge auchiel odong', onge thuolo mar medo: IEBC oseng'ado ni tarik 28 April en tarik mogik mar ndiko ji e loye - the-star.co.ke.",Lix maalmood oo aan la kordhin karin: IEBC waxay xajisaa taariikhda ugu dambeysa ee diiwaangelinta codbixiyayaasha 28ka Abriil - the-star.co.ke.,GoogleNews_en,"Wed, 22 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxOSWFqNUdUTTZLNkJ1TzVjamxNQjdKaENYVnVCZ0FfaC1ueVVsNTZjR3h2WGg5WWJyYncweGpxRzhiRnNPa2NaLV9pV2RiNzFIQUlpa1dyV3Y2TUlBeFl6c0RITFkxdXU2MUFXS2h2RlBxM1dkVG80OExSYkY5YUNCNUFmTTQ2NFQxbmdhT2J4c3V2cHI2Yjk0RXRFVy1uQQ?oc=5,googlenews_governance_psa.csv,,,,True
126,Governance,Elections and Voter Education,"Six days to go, no extension: IEBC holds firm on April 28 voter registration deadline the-star.co.ke","Siku sita zijazo, hakuna kupanua: IEBC inaendelea kuwa imara tarehe 28 Aprili tarehe ya mwisho ya usajili wa wapiga kura the-star.co.ke",,"Odiechienge auchiel odong', onge thuolo mar medo: IEBC osesingore ni tarik 28 April en tarik mogik mar ndiko ji e tiegruok mar joma biro yiero",Lix maalmood oo aan la kordhin karin: IEBC waxay xukumeysaa 28ka Abriil waqtiga ugu dambeeya ee diiwaangelinta codbixiyayaasha the-star.co.ke,GoogleNews_en,"Wed, 22 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxOSWFqNUdUTTZLNkJ1TzVjamxNQjdKaENYVnVCZ0FfaC1ueVVsNTZjR3h2WGg5WWJyYncweGpxRzhiRnNPa2NaLV9pV2RiNzFIQUlpa1dyV3Y2TUlBeFl6c0RITFkxdXU2MUFXS2h2RlBxM1dkVG80OExSYkY5YUNCNUFmTTQ2NFQxbmdhT2J4c3V2cHI2Yjk0RXRFVy1uQQ?oc=5,googlenews_governance_psa.csv,,,,True
127,Governance,Elections and Voter Education,IEBC explains why pre-2012 voters must register afresh amid public uproar - Citizen Digital.,IEBC inaelezea kwa nini wapiga kura kabla ya 2012 wanapaswa kujiandikisha tena katikati ya ghasia za umma - Citizen Digital.,,IEBC lero gimomiyo joma ne oyiego nyaka ne ndikre kendo e kind joma ne oyiego e higa mar 2012 e kind oganda.,IEBC waxay sharxisaa sababta ay u baahan tahay in codbixiyayaasha kahor 2012 ay dib u diiwaangeliyaan iyadoo ay jirto rabshad dadweyne ah - Citizen Digital.,GoogleNews_en,"Sat, 04 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxOMXZobjJxcllhVDNxNURjRUlJVXVmVmFrRFQ2dXhTVGt4eXl5TG1BREo2akVMNklsWnVyM0hWWGJWS3JVVFdaQVBRMElNMktGWExDOWs2V0d0VVEyWURLVnNScS1FSVltUWVmei1kVzdiQ3MwNjU0VXRNQXpvYWdYSG9tQVRhbmxtZ2FWYm53T3lxUDdrXzB1WDdJcmdMME9hTzk3ck1reC1yNXZWMHB4UjJ6cw?oc=5,googlenews_governance_psa.csv,,,,True
128,Governance,Elections and Voter Education,IEBC explains why pre-2012 voters must register afresh amid public uproar Citizen Digital,IEBC inaelezea kwa nini wapiga kura kabla ya 2012 wanapaswa kujiandikisha tena katikati ya ghasia za umma Citizen Digital,,IEBC lero gimomiyo joma ne oyiego nyaka ne ndikre kendo e kind joma ne oyiego e higa mar 2012,IEBC waxay sharxisaa sababta ay u baahan tahay in codbixiyayaasha ka hor 2012 ay dib u diiwaangeliyaan iyadoo ay jirto rabshad dadweyne oo ka jirta Citizen Digital,GoogleNews_en,"Sat, 04 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiswFBVV95cUxOMXZobjJxcllhVDNxNURjRUlJVXVmVmFrRFQ2dXhTVGt4eXl5TG1BREo2akVMNklsWnVyM0hWWGJWS3JVVFdaQVBRMElNMktGWExDOWs2V0d0VVEyWURLVnNScS1FSVltUWVmei1kVzdiQ3MwNjU0VXRNQXpvYWdYSG9tQVRhbmxtZ2FWYm53T3lxUDdrXzB1WDdJcmdMME9hTzk3ck1reC1yNXZWMHB4UjJ6cw?oc=5,googlenews_governance_psa.csv,,,,True
129,Governance,Elections and Voter Education,IEBC rules out extension of voter registration as deadline nears - Citizen Digital.,IEBC inakataza kupanua usajili wa wapiga kura wakati tarehe ya mwisho inakaribia - Citizen Digital.,,IEBC ok dwar ni ji oket nyinggi e register mar joma oyiero yiero nikech ndalo ma gidwaro donjoe chiegni.,IEBC waxay ka saartay in la kordhiyo diiwaangelinta codbixiyayaasha maadaama waqtiga loo soo gabagabeeyay uu dhow yahay.,GoogleNews_en,"Tue, 21 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxPM2pkVWtWMzRUMGJ2alVJVDVyT2tCQlcyOXhlclpfRVhmUl9ieWhMdUZ1am5xSXVwT01pemhlZVhjb3VqaEJ3X3lJem5ycDExbGdIdm9EVkVGRk1jMDE0VENjRFhSLWtQeTNEQzI1YmF1RUQ1T3ltYVh5SExNeTlTR1dfcmpCN29uWGRneENwdnhickVXOWF2b2FucFN2QmhYVTliSXdHTQ?oc=5,googlenews_governance_psa.csv,,,,True
130,Governance,Elections and Voter Education,IEBC rules out extension of voter registration as deadline nears Citizen Digital,IEBC inakataza kupanua usajili wa wapiga kura wakati tarehe ya mwisho inakaribia Citizen Digital,,IEBC ok dwar ni ji oket nyinggi e register mar joma oyiero yiero nikech kinde ma gidwaro donjoe chiegni,IEBC waxay ka saartay dib u eegista diiwaangelinta codbixiyayaasha maadaama waqtiga la soo dhaafay uu dhow yahay Citizen Digital,GoogleNews_en,"Tue, 21 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipwFBVV95cUxPM2pkVWtWMzRUMGJ2alVJVDVyT2tCQlcyOXhlclpfRVhmUl9ieWhMdUZ1am5xSXVwT01pemhlZVhjb3VqaEJ3X3lJem5ycDExbGdIdm9EVkVGRk1jMDE0VENjRFhSLWtQeTNEQzI1YmF1RUQ1T3ltYVh5SExNeTlTR1dfcmpCN29uWGRneENwdnhickVXOWF2b2FucFN2QmhYVTliSXdHTQ?oc=5,googlenews_governance_psa.csv,,,,True
131,Governance,Elections and Voter Education,IEBC calls on youth to drive voter registration surge ahead of 2027 polls - Kenya News Agency.,IEBC inawaomba vijana kuendesha ongezeko la usajili wa wapiga kura kabla ya uchaguzi wa 2027. - Kenya News Agency,,IEBC jiwo rowere mondo omed kwan mar joma oyiero mondo odonj e yiero mar 2027 - Kenya News Agency.,IEBC waxay ugu baaqeysaa dhalinyarada inay kor u qaadaan diiwaangelinta codbixiyayaasha ka hor doorashooyinka 2027 - Kenya News Agency.,GoogleNews_en,"Fri, 24 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMipAFBVV95cUxQazNnRTZ2aXgyY2NoRXhKb1RJbUlCZy14cjBZNVFuZUQweDhSbzNaTGc1NWdnM3RQSW1IM3huMWMzSGNKWG9VWk9saWRlUUlsVVo2bHlTeTFXaW9tRGkyTDhrcXNKaGJpU0VfTXlzZUNoNE5iMV9zM3RtdXBVbkhlNWZrVUFETm9UTENzejRaRmdqY0ZjaVBPUzZfVmd3SXFXR1BpMQ?oc=5,googlenews_governance_psa.csv,,,,True
